Title,Location,start_salary,max_salary,skills
Student Counseling & Support,Gurgaon,18000,18000,"English Proficiency Spoken, English Proficiency Written, MSOffice, Negotiation, Problemsolving, Operations"
Email Support,Hyderabad,8000,10000,"Effective Communication, Email Marketing, English Proficiency Spoken, English Proficiency Written, Financial literacy, MSExcel, MSOffice"
Search Engine Optimization (SEO),Bangalore,10000,10000,"Digital Marketing, English Proficiency Written, Search Engine Marketing SEM, Search Engine Optimization SEO"
Digital Marketing,"Anchepalya, Bangalore",7000,12000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Written, Facebook Marketing, Instagram Marketing, Search Engine Optimization SEO, Social Media Marketing"
Influencer Marketing,Bangalore,5000,5000,"Adobe Premiere Pro, Research and Analytics"
Product And Brand Designing,"Lucknow, Bangalore",2000,15000,"Content Writing, Effective Communication, English Proficiency Spoken, Figma, Google Suite G Suite, Google Workspace, HTMLCSS, Product Management, Product Strategy, Python"
Sales & Marketing,Mumbai,10000,10000,"Effective Communication, MSPowerPoint, Sales"
Field Sales,Indore,7000,15000,"English Proficiency Spoken, Hindi Proficiency Spoken"
Digital Marketing,"Delhi, Gurgaon, Noida",8000,12000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Ads, Facebook Marketing, Google AdWords, Search Engine Optimization SEO, Social Media Marketing"
Customer Acquisition,Bangalore,8500,8500,"Effective Communication, Email Marketing, English Proficiency Spoken"
Graphic Design,Bangalore,10000,10000,"Adobe Illustrator, Adobe Photoshop"
Content Writing,"Delhi, Gurgaon",10000,15000,"Blogging, Content Writing, Creative Writing, English Proficiency Spoken, English Proficiency Written, Social Media Marketing"
Video Editing/Making,Mumbai,10000,10000,Video Editing
Market Research,Noida,6000,12000,"LinkedIn Marketing, MSExcel, MSOffice, Research and Analytics"
Social Media,Gurgaon,18000,18000,"Content Writing, Creative Writing, Search Engine Optimization SEO, Social Media Marketing"
Founders Office,Bangalore,14000,14000,"5 days a week, Job offer"
Shadow Teacher And Counselor,"Pune, Navi Mumbai, Mumbai",10000,10000,"Effective Communication, English Proficiency Spoken, English Proficiency Written, Interpersonal Skills, Time Management"
IT- Support,Delhi,12000,12000,"Computer Networking, Computer Networks, Effective Communication, Interpersonal Skills, Operations, Software Testing"
Digital Marketing,Chennai,7000,7000,Digital Marketing
Content Writing,Mumbai,10000,10000,"Blogging, Copywriting, Creative Writing, Digital Marketing, English Proficiency Spoken, English Proficiency Written, Search Engine Optimization SEO"
Business Development (Sales),Raipur,4000,10000,Sales
Founders Office Associate,Bangalore,9000,9000,"Data Analysis, Effective Communication, Event Management, LinkedIn Marketing, Market Analysis, Market Research, MSOffice, Problem Solving, Project Management, Report Writing"
Copywriting,Bangalore,10000,10000,"Copywriting, Creative Writing, Digital Marketing, English Proficiency Spoken, English Proficiency Written, Social Media Marketing"
Search Engine Optimization (SEO),Delhi,10000,10000,Search Engine Optimization SEO
Human Resources (HR),Gurgaon,10000,10000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSWord"
Business Development (Sales),Ahmedabad,8000,8000,English Proficiency Spoken
Business Development (Sales),Nagpur,3000,3000,English Proficiency Spoken
Hotel Management (Service),Gurgaon,8000,8000,"Effective Communication, Interpersonal Skills, Problem Solving, Time Management"
Hotel Management (Food & Beverage Production),Gurgaon,8000,8000,"Effective Communication, Interpersonal Skills, Problem Solving, Time Management"
Travel & Tourism,Indore,5000,10000,"English Proficiency Spoken, English Proficiency Written, Holiday Package Design, MSExcel, Travel Itinerary Making"
Operations,"Lucknow, Bangalore",2000,15000,"Accounting, English Proficiency Written, Git, Google Suite G Suite, Google Workspace"
Business Development (Sales),"Gurgaon, Delhi",3000,5000,"Client Relationship, English Proficiency Spoken, English Proficiency Written, Lead Generation, LinkedIn Marketing, MSOffice, Sales, Sales pitch"
Business Research,Indore,5000,10000,"English Proficiency Spoken, English Proficiency Written, MSOffice, MSPowerPoint, MSWord, Report Writing, Research and Analytics"
Operations (Generalist/Travel/Lifestyle),Bangalore,15000,15000,Effective Communication
Sales,"Delhi, Gurgaon, Noida",15000,15000,"Effective Communication, English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, Negotiation, Problemsolving, Sales, Sales pitch"
Field Sales,"Bangalore, Hyderabad, Goa Velha, Delhi",10000,15000,"English Proficiency Spoken, Hindi Proficiency Spoken"
Office Admin And Accounts Assistance,Bangalore,15000,15000,"5 days a week, Free snacks, beverages"
Business Development (Sales),Ghaziabad,10000,10000,"English Proficiency Spoken, English Proficiency Written, MSExcel, Sales pitch"
Business Research,Gurgaon,20000,20000,"CRM, English Proficiency Spoken, English Proficiency Written, MSExcel, MSPowerPoint, Research and Analytics"
Media & Public Relations (PR),Delhi,9000,15000,"Content Marketing, Creative Writing, English Proficiency Spoken, English Proficiency Written, Social Media Marketing"
ESG Research & Analysis,Gurgaon,12000,12000,"Effective Communication, MSExcel, MSOffice, Research and Analytics"
Administration,Dehradun,10000,10000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSPowerPoint, MSWord, Research and Analytics"
Video Editing/Making,Faridabad,10000,10000,"Adobe Illustrator, Adobe Photoshop, Final Cut Pro, Video Editing, Video Making"
Search Engine Optimization (SEO),Noida,5000,7000,"Google AdWords, Google Analytics, Search Engine Marketing SEM, Search Engine Optimization SEO"
Cinematography,Delhi,10000,15000,"Adobe Premiere Pro, Video Editing, Video Making"
Photography,Delhi,15000,15000,"Adobe Photoshop, Adobe Photoshop Lightroom CC, Photography, Video Editing, Video Making"
Social Media Marketing,Dehradun,8000,10000,"Creative Writing, Digital Marketing, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Social Media Marketing"
E-Commerce,Delhi,10000,12000,"Effective Communication, Marketing, MSExcel"
Customer Service/Customer Support,Indore,5000,10000,"English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, MSExcel, MSOffice"
Photo Assistant,Bangalore,12000,12000,"Informal dress code, Free snacks, beverages"
Instagram Account Management,Delhi,8000,12000,"Canva, Image Processing, Instagram Marketing, Video Editing, Video Making"
Email Marketing,Delhi,5000,12000,"Digital Marketing, Email Marketing, Marketing, Social Media Marketing"
E-commerce Marketing Maverick,Noida,10000,10000,"Creative Writing, Marketing, Marketing Campaigns, Marketing Programs, Marketing Strategies, Market Research, Problem Solving"
Hotel Receiptionist,Delhi,8000,8000,"Effective Communication, English Proficiency Spoken, English Proficiency Written, Interpersonal Skills"
Technical Analyst,Jaipur,10000,10000,"C Programming, Data Structures, Java, MySQL, NoSQL, Problem Solving, Python"
Social Media Influencing,Delhi,8000,8000,"Acting Audition, Acting technique, English Proficiency Spoken"
Training and Development,Gurgaon,18000,18000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSPowerPoint, MSWord, Operations"
Executive Assistant to Founder,Delhi,8000,10000,"Effective Communication, English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, MSExcel, Operations"
Senior Content Writer,Pune,28000,32000,Content Writing
Social Media Marketing,Noida,7000,10000,"Digital Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Social Media Marketing,"Delhi, Gurgaon",12000,12000,"Digital Marketing, Facebook Marketing, Instagram Marketing, Social Media Marketing"
Course Content Writer,Pune,20000,30000,Content Writing
Trainee - Marketing (Live Events),Mumbai,11250,11250,"English Proficiency Spoken, English Proficiency Written, Marketing, Marketing Campaigns"
Sales Consultant,Gurgaon,7000,10000,"Business Analysis, Business Research, English Proficiency Spoken, English Proficiency Written, Lead Generation"
Content Creator,Hyderabad,3000,3000,"Effective Communication, English Proficiency Spoken, Hindi Proficiency Spoken, Interpersonal Skills, Telugu Proficiency Spoken, Video Editing, Video Making"
Swim Teaching Assistance,"Noida, Delhi, Gurgaon",15000,15000,"Effective Communication, English Proficiency Spoken, Operations, Problem Solving"
Digital Growth & Operations Specialist,Mumbai,5000,5000,"Digital Advertising, Marketing Campaigns, Marketing Strategies"
Search Engine Optimization (SEO),Mohali,5000,10000,Search Engine Optimization SEO
Field Sales,Bangalore,8000,8000,"English Proficiency Spoken, English Proficiency Written, Sales, Sales pitch"
Customer Service/Customer Support,Delhi,5000,12000,"Digital Marketing, English Proficiency Spoken, English Proficiency Written"
Chemistry,Vasai,6000,6000,"Chemistry, Physics"
Human Resources (HR),Indore,5000,10000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSPowerPoint, MSWord"
Psychology,Thane,15000,15000,"English Proficiency Spoken, English Proficiency Written, Psychology"
Wedding Photography & Photo Editing,Mumbai,10000,10000,"Adobe Photoshop, Adobe Photoshop Lightroom CC"
Reels Creator,"Chandigarh, Mohali, Punjab",8000,15000,"Effective Communication, English Proficiency Spoken, Video Making"
Content Researcher (Podcast),Pune,20000,30000,Content Writing
Cinematography & Video Editing (For Weddings),Mumbai,12000,12000,Adobe Premiere Pro
Copywriting,Mumbai,8000,8000,"Copywriting, Creative Writing, Digital Marketing, English Proficiency Spoken, English Proficiency Written"
Business Development,Mumbai,10000,10000,"Digital Marketing, Effective Communication, Google Suite G Suite"
Digital Marketing,Navi Mumbai,7000,7000,"Digital Marketing, Email Marketing, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Business Development,Bangalore,10000,10000,"English Proficiency Spoken, Hindi Proficiency Spoken, Kannada Proficiency Spoken, Malayalam Proficiency Spoken, Sales, Sales pitch"
Finance & Accounting,Jaipur,5000,10000,"Accounting, Financial Modeling, Research and Analytics, Tally"
Lead Generation,Bangalore,10000,10000,"Digital Marketing, English Proficiency Spoken, Lead Generation, MSExcel, Social Media Marketing"
Client Acquisition,Mumbai,10000,10000,"Effective Communication, Email Marketing, English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, Marketing, MSOffice, Social Media Marketing"
Graphic Design,Kolkata,5000,5000,"Adobe Illustrator, Adobe Photoshop, Canva, UI, UX Design, Video Editing"
Project Management,"Thane, Navi Mumbai, Vashi, Belapur, Mumbai, Turbhe, Panvel",12000,18000,"Effective Communication, English Proficiency Spoken, English Proficiency Written, MSExcel, MSWord, Product Lifecycle ManagementPLM, Product Strategy"
User Champion,Bangalore,10000,20000,"English Proficiency Spoken, Hindi Proficiency Spoken, Product Management"
Product Management,"Thane, Navi Mumbai, Turbhe",12000,18000,"English Proficiency Spoken, English Proficiency Written, MSOffice, Product Lifecycle ManagementPLM, Product Management"
E-Commerce Marketing,Mumbai,15000,15000,Marketing
Go-to-Marketing,Navi Mumbai,15000,20000,"Digital Marketing, Event Management, Facebook Ads, Facebook Marketing, Google AdWords, Google Analytics"
Supply Chain Management (SCM),Pune,4500,4500,"English Proficiency Spoken, Hindi Proficiency Spoken, MSExcel, MSOffice, MSPowerPoint, MSWord"
Recruitment Consultant,Badlapur,5000,5000,Recruitment
Social Media Manager,Mumbai,8000,10000,"Content Marketing, Content Writing, Instagram Marketing"
Content & E-Commerce Management,Mumbai,10000,10000,"Canva, English Proficiency Written"
Anchoring,Remote,6000,6000,"Anchoring, English Proficiency Spoken, Fashion Styling, Video Editing, Video Making"
Digital Marketing,Hyderabad,5000,10000,"Creative Writing, Digital Marketing, Effective Communication, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, Social Media Marketing"
Graphic Design,Pitampura,1000,10000,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, CorelDRAW"
3D Artist,"Delhi, Gurgaon, Noida, Haryana",8000,10000,"3ds Max, Adobe Photoshop, Adobe Photoshop Lightroom CC, Blender 3D, Substance Painter"
Graphic Design,Gurgaon,10000,10000,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro"
Operations,Kolkata,10000,10000,"English Proficiency Spoken, Interpersonal Skills, MSExcel, MSOffice"
Client Servicing,"Secunderabad, Hyderabad, Telangana",8000,10000,"Digital Advertising, Digital Marketing, Effective Communication, English Proficiency Spoken, English Proficiency Written, Social Media Marketing"
Social Media Marketing,Mumbai,6000,6000,"Adobe Photoshop, Canva, Creative Writing, Fashion Styling, Instagram Marketing"
Media & Public Relations (PR),Remote,5000,5000,"Creative Writing, English Proficiency Spoken, English Proficiency Written"
Accounting & Taxation,Navi Mumbai,7500,25000,"Accounting, English Proficiency Spoken, MSExcel"
In-house Artist,Mumbai,6000,8000,"Canva, Painting, Video Editing"
Course Developer – Data Modeling And Data Engineering,Remote,15000,15000,"DevOps, Docker, Power BI, Tableau"
Event Management,Bangalore,2000,3500,Event Management
Course Developer – Cloud Security Fundamentals,Remote,11000,11000,Cloud Computing
E-Commerce Sales,Remote,2000,2000,"Effective Communication, Interpersonal Skills, Lead Generation, Marketing, Negotiation, Problemsolving, Sales pitch, Time Management"
Philanthropy,Remote,600,4000,"Accounting, Business Analysis, Business Research, Canva, Client Relationship, Digital Advertising"
Course Developer – GraphQL For Advanced API Development,Remote,9000,9000,"English Proficiency Spoken, GraphQL, Teaching"
HR Consultant,Delhi,10000,10000,"English Proficiency Spoken, English Proficiency Written"
Teaching,Remote,2000,2000,"English Proficiency Spoken, English Proficiency Written, Spanish ProficiencySpoken, Spanish ProficiencyWritten"
Human Resources (HR),Kolkata,10000,10000,"English Proficiency Spoken, Interpersonal Skills, MSExcel, MSOffice"
